id,Agent,LStreet,LCity,LState,LZip,Deactivation,County
116937,Go Mart #14,Rt 39,Gauley Bridge,WV,25085,30-Jun-21,FAYETTE
116946,Little General #2090,Rt 60 West,Charmco,WV,25958,30-Jun-21,GREENBRIER
116955,Little General #2105,Rt 219 North,Lewisburg,WV,24901,30-Jun-21,GREENBRIER
116973,Little General #2150,2161 Alta Dr,Alderson,WV,24910,30-Jun-21,GREENBRIER
116991,Little General  #2165,2109 Ritter Dr,Daniels,WV,25832,30-Jun-21,RALEIGH
117002,Little General  #2180,762 Ritter Dr,Beaver,WV,25813,30-Jun-16,RALEIGH
117020,Little General  #2210,Mt Ave & Main St,White Sulphur Springs,WV,24986,30-Jun-21,GREENBRIER
117048,Gianato'S,Box 25 Main St,Kimball,WV,24853,30-Jun-15,MCDOWELL
117344,Kroger  #273,Us Rt 52,Bluefield,WV,24701,30-Jun-19,MERCER
117353,Kroger  #316,1213 Stafford Dr,Princeton,WV,24740,30-Jun-21,MERCER
117362,Kroger  #770,Shady Springs S/C Rt 9,Beaver,WV,25813,30-Jun-21,RALEIGH
117399,Kroger  #790,133 Beckley Crossing,Beckley,WV,25801,30-Jun-21,RALEIGH
117400,Kroger  #734,518 Park Ctr,Rainelle,WV,25962,30-Jun-21,GREENBRIER
117419,Kroger  #743,308 Stokes Dr,Hinton,WV,25951,30-Jun-21,SUMMERS
117446,Kroger  #765,178 Red Oaks Shopping Ctr,Ronceverte,WV,24970,30-Jun-21,GREENBRIER
117455,Kroger  #780,Box 637 Fayette Sq,Oak Hill,WV,25901,30-Jun-21,FAYETTE
117482,L & M Market,4231 Matoaka Rd,Lashmeet,WV,24733,30-Jun-15,MERCER
117557,Little General  #2000,414 Guyandotte Ave,Mullens,WV,25882,30-Jun-21,WYOMING
117575,Little General  #2015,Jones & Main St,Oak Hill,WV,25901,30-Jun-21,FAYETTE
117593,Little General  #2045,1428 Robert C Byrd Dr,Crab Orchard,WV,25827,30-Jun-21,RALEIGH
117751,Go Mart #21,198 3rd Ave,Montgomery,WV,25136,30-Jun-21,FAYETTE
117779,Ko Convenience Center,Rt 460 Box 6007,Bluefield,WV,24701,30-Jun-21,MERCER
117797,Mountaineer Bowling Lanes,3224 Cumberland Rd,Bluefield,WV,24701,30-Jun-21,MERCER
117826,J & J'S Mountaineer Mart  #10,900 Main St,Mount Hope,WV,25880,30-Jun-20,FAYETTE
117844,J & J'S Mountaineer Mart  #37,Us Route 19 & Lochgelly Rd,Oak Hill,WV,25901,30-Jun-20,FAYETTE
117853,J & J'S Mountaineer Mart  #38,38048 Midland Trl E,Caldwell,WV,24925,30-Jun-20,GREENBRIER
117955,One Stop #13,1937 Harper Rd,Beckley,WV,25801,30-Jun-16,RALEIGH
117991,One Stop #7,2003 Main St,Oak Hill,WV,25901,30-Jun-16,FAYETTE
118157,Quinns Service Center,205 Glenview Rd,Crab Orchard,WV,25827,30-Jun-15,RALEIGH
118661,Speedway #9730,Rt 10,Pineville,WV,24874,30-Jun-21,WYOMING
119828,Kistler Grocery & Carryout,601 Buffalo Creek Rd,Kistler,WV,25628,30-Jun-21,LOGAN
119846,Kroger  #668,Rt 9 Holden Rd,Logan,WV,25601,30-Jun-21,LOGAN
119855,Kroger #817,Rt 85 Hopkins Rd,Danville,WV,25053,30-Jun-21,BOONE
119864,Pic Pac,78 Mingo Hwy,Man,WV,25635,30-Jun-21,LOGAN
119900,Leslie'S Market,Rt 5 Mudfork,Verdunville,WV,25649,30-Jun-17,LOGAN
120396,Speedway #9220,Rt 52,Gilbert,WV,25621,30-Jun-21,MINGO
120459,Speedway #9771,101 C St,Ceredo,WV,25507,30-Jun-21,WAYNE
120468,Speedway #9788,604 Main Ave,Logan,WV,25601,30-Jun-21,LOGAN
120477,Speedway #9792,Rt 44 South,Wilkinson,WV,25653,30-Jun-21,LOGAN
120486,Speedway #9199,38 Hanging Hollow,Stollings,WV,25646,30-Jun-21,LOGAN
120594,V Mart,Box 99,Comfort,WV,25049,30-Jun-21,BOONE
120882,Speedway #9766,2498 3rd Ave,Huntington,WV,25702,30-Jun-21,CABELL
120936,Mini Giants  #2,13135 Emerson Ave,Williamstown,WV,26187,30-Jun-19,WOOD
120954,Mini Giants  #7,6601 Emerson Ave,Parkersburg,WV,26101,30-Jun-16,WOOD
120981,North End Market  #4,3704 Emerson Ave,Parkersburg,WV,26101,30-Jun-20,WOOD
121159,Go Mart #37,105 N Pike St,Grafton,WV,26354,30-Jun-21,TAYLOR
121239,J & J'S Mountaineer Mart  #22,621 Buckhannon Ave,Clarksburg,WV,26301,30-Jun-20,HARRISON
121337,J & J'S Mountaineer Mart  #1,4323 Frankfort Hwy,Ridgeley,WV,26753,30-Jun-20,MINERAL
121480,Speedway #9218,1 Green St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
121560,Nemours Grocery,General Delivery,Nemours,WV,24738,30-Jun-21,MERCER
121604,Speedway #9037,Rt 10,Oceana,WV,24870,30-Jun-21,WYOMING
121695,Clark'S Pump N Shop  #6,707 Central Ave,Wayne,WV,25570,30-Jun-21,WAYNE
121828,Speedway #9746,168 Huff Creek Hwy,Man,WV,25635,30-Jun-21,LOGAN
121855,Claim Only Terminal - Validati,900 Pennsylvania Ave,Charleston,WV,25302,30-Jun-19,KANAWHA
121873,Fas Chek  #38,5231 Maccorkle Ave Se,Charleston,WV,25304,30-Jun-21,KANAWHA
122095,Butch'S Corner,1117 Fairmont Pike,Wheeling,WV,26003,30-Jun-21,OHIO
122590,Dave'S Self Service,Rt 52 S,Gilbert,WV,25621,30-Jun-18,MINGO
123126,Go Mart #31,6414 Maccorkle Ave Se,Charleston,WV,25304,30-Jun-21,KANAWHA
124046,Cool Springs Park,12696 George Washington Hwy,Rowlesburg,WV,26425,30-Jun-21,PRESTON
124246,Spencers Market,2230 Simpson Rd,Simpson,WV,26435,30-Jun-21,TAYLOR
124505,Press Little Market,996 Frankfort Hwy,Ridgeley,WV,26753,30-Jun-21,MINERAL
124619,H & J Superette,11754 Blue Gray Trail,Brandywine,WV,26802,30-Jun-15,PENDLETON
124637,Donut Shop The,51 N Locust St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
124750,Gadd'S Supermarket 149,Rt 12,Alderson,WV,24910,30-Jun-15,GREENBRIER
125120,Go Mart #38,2410 7th Ave,Charleston,WV,25312,30-Jun-21,KANAWHA
125157,Sissonville Piggly Wiggly,6206 Sissonville Dr,Charleston,WV,25312,30-Jun-21,KANAWHA
125837,Greg'S Market  #2,4 Railroad St,Cameron,WV,26033,30-Jun-21,MARSHALL
126172,Bfs Foods  #33,1766 Mileground Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
126239,Lenore Marathon,Rt 65,Lenore,WV,25676,30-Jun-21,MINGO
126248,Pit Stop,Rt 52 Main St,Gilbert,WV,25621,30-Jun-21,MINGO
126369,Yokums Grocery,23787 Mountaineer Dr,Seneca Rocks,WV,26884,30-Jun-21,PENDLETON
126855,U-Save Convenient Mart,30916 Midland Trail,Lookout,WV,25868,30-Jun-21,FAYETTE
126930,South Preston Jiffy Mart,St Rt 92 Rural,Newburg,WV,26410,30-Jun-21,PRESTON
127106,French'S Kwik Stop,30 April Ln,Hedgesville,WV,25427,30-Jun-18,BERKELEY
127475,Kroger  #782,19  7th Ave  W,Huntington,WV,25701,30-Jun-21,CABELL
127819,Sheetz  #126,2151 Valley Rd,Berkeley Springs,WV,25411,30-Jun-21,MORGAN
128231,Go Mart #43,4206 State Rt  34,Teays,WV,25569,30-Jun-21,PUTNAM
128323,Greg'S Market  #1,2400 4th St,Moundsville,WV,26041,30-Jun-19,MARSHALL
128378,Witschey'S,155 North St,New Martinsville,WV,26155,30-Jun-21,WETZEL
129228,Salt Rock Fas Chek,5600 State Route 10,Salt Rock,WV,25559,30-Jun-21,CABELL
129364,J & J'S Mountaineer Mart  #17,105 Abbey Rd,Belington,WV,26250,30-Jun-20,BARBOUR
129382,State Fair Of Wv,U S Rt 219 South,Lewisburg,WV,24901,30-Jun-21,GREENBRIER
129500,Mountain Top Truck Stop,22700 Northwestern Pike,Romney,WV,26757,30-Jun-21,HAMPSHIRE
129682,Speedway #9177,1205 Harrison Ave,Elkins,WV,26241,30-Jun-21,RANDOLPH
129955,Kroger  #784,302 Great Teays Blvd,Scott Depot,WV,25560,30-Jun-21,PUTNAM
130007,One Stop #6,12224 Coal River Rd,Whitesville,WV,25209,30-Jun-16,BOONE
130025,Go Mart #41,Smoot Ave,Danville,WV,25053,30-Jun-21,BOONE
130098,Sheetz  #137,3728 Charles Town Rd,Kearneysville,WV,25430,30-Jun-21,JEFFERSON
130188,Country Store The,Rt 28,Springfield,WV,26763,30-Jun-20,HAMPSHIRE
130403,Speedy Mart Inc,802 Arnoldsburg Rd,Arnoldsburg,WV,25234,30-Jun-21,CALHOUN
130511,Par Mar  #12,4419 Emerson Ave,Parkersburg,WV,26101,30-Jun-21,WOOD
130953,Trogdon'S Super Serve,651 Buffalo Creek Rd,Kistler,WV,25628,30-Jun-21,LOGAN
131166,"Paul'S Foodmart, Llc",Rt 2 & 62,Point Pleasant,WV,25550,30-Jun-21,MASON
131228,Mccoy'S Market,7797 Seneca Trail,Hillsboro,WV,24946,30-Jun-21,POCAHONTAS
131415,Sheetz  #143,7899 Winchester Ave,Inwood,WV,25428,30-Jun-21,BERKELEY
131433,Sheetz  #144,268 Genny Loop,Moorefield,WV,26836,30-Jun-21,HARDY
131602,Y Mart,6323 Webster Rd,Cowen,WV,26206,30-Jun-21,WEBSTER
131639,Little General  #2075,3604  Robert C Byrd Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
131817,Sun Express Food Mart,3175 Us Route 60,Huntington,WV,25705,30-Jun-21,CABELL
131899,7-Eleven   #16924h,209 W  Main St,Romney,WV,26757,30-Jun-19,HAMPSHIRE
131915,7-Eleven  #34915h,419 Virginia Ave,Petersburg,WV,26847,30-Jun-17,GRANT
131924,7-Eleven  #17109h,Rt 220 & Baker St,Keyser,WV,26726,30-Jun-19,MINERAL
132047,7-Eleven  #34688h,733 N. Mildred St.,Ranson,WV,25438,30-Jun-16,JEFFERSON
132056,7-Eleven  #28303h,25 Union St,Berkeley Springs,WV,25411,30-Jun-16,MORGAN
132108,7-Eleven 28309,Rt 9 & Jefferson Ave,Charles Town,WV,25414,30-Jun-15,JEFFERSON
132162,7-Eleven  #28315h,1655 Washington St,Harpers Ferry,WV,25425,30-Jun-17,JEFFERSON
132296,Nettie Iga,Rt 20,Nettie,WV,26681,30-Jun-15,NICHOLAS
132409,Smith'S Food Fair  #2,Elk Shopping Plaza,Elkview,WV,25071,30-Jun-21,KANAWHA
132658,Jims All Star,116 7th St,Parsons,WV,26287,30-Jun-21,TUCKER
132667,Vicksburg Foodmart,101 East Green St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
132676,Little General  #2225,1000 Oakvale Rd,Princeton,WV,24740,30-Jun-21,MERCER
132746,Welch Bantam Market,Route 52 S,Welch,WV,24801,30-Jun-21,MCDOWELL
132843,Sheetz  #155,1617 W  King St,Martinsburg,WV,25401,30-Jun-21,BERKELEY
132861,Sheetz  #160,8332 Martinsburg Pike,Shepherdstown,WV,25443,30-Jun-21,JEFFERSON
132889,Go Mart #44,2195 Sutton Ln,Flatwoods,WV,26621,30-Jun-21,BRAXTON
132898,Go Mart #51,2074 Old Mt Nebo Rd,Mount Nebo,WV,26679,30-Jun-21,NICHOLAS
133008,General Store The,Rt 3,Buckhannon,WV,26201,30-Jun-15,UPSHUR
133439,Parsons Shop & Save,302 D&W Lane,Parsons,WV,26287,30-Jun-21,TUCKER
133631,J & J'S Mountaineer Mart  #33,1860 Old Weston Rd,Buckhannon,WV,26201,30-Jun-20,UPSHUR
133902,Speedway #9253,1400 Seventh St,Parkersburg,WV,26101,30-Jun-21,WOOD
133911,Speedway #9257,1606 Grand Central Ave,Vienna,WV,26105,30-Jun-21,WOOD
133920,Speedway #9259,4359 Us Route 60,Huntington,WV,25705,30-Jun-21,CABELL
133975,J & J'S Mountaineer Mart  #24,815 W 2nd St,Weston,WV,26452,30-Jun-20,LEWIS
134100,Speedway #9750,1531 6th Ave,Huntington,WV,25701,30-Jun-21,CABELL
134119,Fas Chek  #3,369 Campbells Creek Dr,Charleston,WV,25306,30-Jun-21,KANAWHA
134205,Go Mart #54,811 Washington St W,Charleston,WV,25302,30-Jun-21,KANAWHA
134300,Brushy Fork Mart,1450 Brushy Fork Rd,Buckhannon,WV,26201,30-Jun-16,UPSHUR
134364,Wheeling Island Hotel,One South Stone St,Wheeling,WV,26003,30-Jun-21,OHIO
134478,Weirton Shop N Save,273 Penco Rd,Weirton,WV,26062,30-Jun-21,HANCOCK
134500,Co Mac  #1,1706 Harper Rd,Beckley,WV,25801,30-Jun-21,RALEIGH
134614,Go Mart #55,323 Summers Addition,Milton,WV,25541,30-Jun-21,CABELL
134650,Bfs Foods  #38,879 Fairmont Rd,Morgantown,WV,26501,30-Jun-21,MONONGALIA
134791,Jane Lew All Star Food,Main St,Jane Lew,WV,26378,30-Jun-17,LEWIS
134823,Go Mart #62,10th St And Dunbar Ave,Dunbar,WV,25064,30-Jun-21,KANAWHA
134869,Ashebrooke Mini Mart & Liquor,501 Ashebrooke Sq,Morgantown,WV,26508,30-Jun-17,MONONGALIA
134937,Go Mart #40,Glenn White Rd,Sophia,WV,25921,30-Jun-21,RALEIGH
134982,7-Eleven  #28317h,15 West Main St,Wardensville,WV,26851,30-Jun-19,HARDY
135020,7-Eleven  #28326h,Rt 28,Fort Ashby,WV,26719,30-Jun-19,MINERAL
135048,Dick'S Market,108 Court St,Elizabeth,WV,26143,30-Jun-21,WIRT
135142,Pipestem State Park,3405 Pipestem Dr,Pipestem,WV,25979,30-Jun-21,SUMMERS
135322,Stop In Food Store  #91,115 East Main St,White Sulphur Springs,WV,24986,30-Jun-17,GREENBRIER
135444,Gas N More,Rt 7,Reedsville,WV,26547,30-Jun-21,PRESTON
135502,Sheetz  #171,125 N  Main St,Philippi,WV,26416,30-Jun-21,BARBOUR
135520,Go Mart #63,Rt  309 & Rt  9,Beaver,WV,25813,30-Jun-21,RALEIGH
135539,Stop In Food Store  #94,521 N  Jefferson St,Lewisburg,WV,24901,30-Jun-16,GREENBRIER
135584,Go Mart #56,708 Eisenhower Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
135593,Go Mart #60,50 Madison Ave,Madison,WV,25130,30-Jun-21,BOONE
135606,Go Mart #46,Washington Ave. & 10th,Huntington,WV,25704,30-Jun-18,CABELL
135615,East Park Mart,300 E Park Ave,Fairmont,WV,26554,30-Jun-18,MARION
135642,Edray Kwik Stop,21613 Seneca Trl,Marlinton,WV,24954,30-Jun-21,POCAHONTAS
135660,Bobbie'S,270 Main St,Beverly,WV,26253,30-Jun-21,RANDOLPH
135679,Bfs Foods #39,2202 Pleasant Valley Rd,Fairmont,WV,26554,30-Jun-21,MARION
135697,One Stop #27,189 Main St,Poca,WV,25159,30-Jun-16,PUTNAM
135804,Little General  #2240,918 Stafford Dr,Princeton,WV,24740,30-Jun-21,MERCER
135840,Co Mac  #2,106 Jones Ave,Oak Hill,WV,25901,30-Jun-21,FAYETTE
135895,Sheetz  #174,221 N Crim Ave,Belington,WV,26250,30-Jun-21,BARBOUR
135917,Little General  #2255,Hc 71 Box 123,Princeton,WV,24740,30-Jun-21,MERCER
135926,Little General  #2315,622 Johnstown Rd,Beckley,WV,25801,30-Jun-21,RALEIGH
136157,Westside Market,338 Locust Ave,Fairmont,WV,26554,30-Jun-20,MARION
136166,J & J'S Mountaineer Mart  #08,21 Davis Ave,Elkins,WV,26241,30-Jun-20,RANDOLPH
136175,Go Mart #59,4885 Us Route 60,Huntington,WV,25705,30-Jun-21,CABELL
136184,Go Mart #61,6754 Maccorle Ave Sw,Saint Albans,WV,25177,30-Jun-21,KANAWHA
136205,Trading Post  #49,22 Mccord Hill Rd,Wellsburg,WV,26070,30-Jun-21,BROOKE
136214,Capon Valley Market,2673  Northwestern Pike,Capon Bridge,WV,26711,30-Jun-21,HAMPSHIRE
136269,Hedgesville Texaco,5263 Hedgesville Rd,Hedgesville,WV,25427,30-Jun-21,BERKELEY
136380,C & L Super Serve,720 Huff Creek Hwy,Mallory,WV,25634,30-Jun-21,LOGAN
136438,Breeze Thru Deli,3134 Pennsylvania Ave,Weirton,WV,26062,30-Jun-21,HANCOCK
136456,Ball'S Grocery,1267 Beckwith Rd,Fayetteville,WV,25840,30-Jun-21,FAYETTE
136540,"Triple ""L"" Mart",209 Kesling Mill Rd,Buckhannon,WV,26201,30-Jun-21,UPSHUR
136625,Kerr'S Shell & Auto Parts,29124 Rt 55,Wardensville,WV,26851,30-Jun-21,HARDY
136782,Sheetz  #175,200 First St,Parsons,WV,26287,30-Jun-19,TUCKER
137302,Belington Exxon,967 S Crim Ave,Belington,WV,26250,30-Jun-20,BARBOUR
137662,Go Mart #47,1300 Viand St,Point Pleasant,WV,25550,30-Jun-21,MASON
137764,Go Mart #49,15127 Maccorkle Ave Se,Cabin Creek,WV,25035,30-Jun-21,KANAWHA
137866,Cfm  #3835,153  16th St,Wheeling,WV,26003,30-Jun-19,OHIO
137875,Little General  #2120,185 South Seneca Trail,Fairlea,WV,24902,30-Jun-21,GREENBRIER
137904,La Liquors & Lottery,Bldg B,Logan,WV,25601,30-Jun-21,LOGAN
137959,Sam'S Mart,505 First Ave S,Nitro,WV,25143,30-Jun-21,KANAWHA
138021,Exxon Food Mart,70 Jenkins Ln,Triadelphia,WV,26059,30-Jun-21,OHIO
138076,Go Mart #53,5 Powells Creek Rd,Birch River,WV,26610,30-Jun-21,NICHOLAS
138113,Sheetz  #182,1220 Johnson Ave,Bridgeport,WV,26330,30-Jun-21,HARRISON
138131,Sheetz  #180,136 E  Main St,Romney,WV,26757,30-Jun-21,HAMPSHIRE
138168,Go Mart #52,Us  Rt  50  & 2  Weaver St,Grafton,WV,26354,30-Jun-21,TAYLOR
138324,1 Stop Beverage Mart,4495 Cumberland Rd,Bluefield,WV,24701,30-Jun-21,MERCER
138351,Speedway #9278,304 Goff Mountain Rd,Charleston,WV,25313,30-Jun-21,KANAWHA
138434,Tri State Discount Liquor,3920 Main St,Weirton,WV,26062,30-Jun-21,HANCOCK
138443,Greenbrier Valley Liquors Inc,936 E Main St,White Sulphur Springs,WV,24986,30-Jun-21,GREENBRIER
138526,D & D Convenience,Rt 219,Ronceverte,WV,24970,30-Jun-16,GREENBRIER
138535,Chester'S Beverage & Deli,559 Carolina Ave,Chester,WV,26034,30-Jun-16,HANCOCK
138627,Little General  #5030,107 Crossings Mall Rd,Elkview,WV,25071,30-Jun-21,KANAWHA
138636,Little General  #5000,Rt 60 & Fudges Ck  Rd,Ona,WV,25545,30-Jun-21,CABELL
138645,Little General  #5015,Rt 35 & Elm St,Winfield,WV,25213,30-Jun-21,PUTNAM
138737,S & S Express  #2,4372 Coal Heritage Rd,Bluefield,WV,24701,30-Jun-21,MERCER
138791,A Corner Mart,Rt 259 Int 55,Baker,WV,26801,30-Jun-21,HARDY
138865,Penn Liquors,1832 Winchester Ave,Martinsburg,WV,25405,30-Jun-18,BERKELEY
139000,S & J Market,1932 Martha Rd,Barboursville,WV,25504,30-Jun-19,CABELL
139028,Go Mart #66,53 Mccorkle Ave,Saint Albans,WV,25177,30-Jun-21,KANAWHA
139064,Rich Oil #3944,1322 E Main St,Salem,WV,26426,30-Jun-21,HARRISON
139137,Little General  #2405,E 135 Main St,Ansted,WV,25812,30-Jun-20,FAYETTE
139164,Goddard'S Exxon,901 Lafayette Av,Moundsville,WV,26041,30-Jun-15,MARSHALL
139273,Go Mart #65,24 Procious Maysel Rd,Clay,WV,25043,30-Jun-21,CLAY
139291,Tri State Discount Liquor,12612 Ohio River Blvd,Chester,WV,26034,30-Jun-21,HANCOCK
139328,Kimble'S Bp,351 S  Main St,Moorefield,WV,26836,30-Jun-17,HARDY
139355,Little General  #2390,404 3rd Ave,Beckley,WV,25801,30-Jun-21,RALEIGH
139364,Sunny Spot  #3,31618 Midland Trail,Lookout,WV,25868,30-Jun-17,FAYETTE
139373,Granato'S Imported Foods,1610 Pennsylvania Ave,Weirton,WV,26062,30-Jun-21,HANCOCK
139400,Go Mart #42,Rt  39 & 20,Nettie,WV,26681,30-Jun-21,NICHOLAS
139437,U Save Foods  #4,Rts 20 & 55,Craigsville,WV,26205,30-Jun-21,NICHOLAS
139464,Shop & Go  #2,1503 Washington St E,Charleston,WV,25311,30-Jun-20,KANAWHA
139473,Tsp #102,2060 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
139491,Deerwood Service Center,24528 George Washington Hwy,Aurora,WV,26705,30-Jun-21,PRESTON
139564,Witschey'S,10692 Tyler Hwy,Middlebourne,WV,26149,30-Jun-20,TYLER
139582,Go Mart #50,2100 Harper Rd,Beckley,WV,25801,30-Jun-21,RALEIGH
139755,Go Mart #71,1359 Highland Ave,Williamstown,WV,26187,30-Jun-21,WOOD
139764,Go Mart #73,3001  7th St,Parkersburg,WV,26101,30-Jun-21,WOOD
139773,Go Mart #74,1602 St  Marys Ave,Parkersburg,WV,26101,30-Jun-21,WOOD
139791,Go Mart #69,2381 White Hall Blvd,Fairmont,WV,26554,30-Jun-21,MARION
139800,Go Mart #72,601 W  Main St,Clarksburg,WV,26301,30-Jun-21,HARRISON
139928,Wheeling Island Firehouse Driv,Zane & Huron St,Wheeling,WV,26003,30-Jun-21,OHIO
139955,Little General  #5075,5877 Davis Creek Rd,Barboursville,WV,25504,30-Jun-21,CABELL
139982,Mt Alto Food Mart,12482 Point Pleasant Rd,Mount Alto,WV,25264,30-Jun-21,MASON
140146,Little General  #2420,Rt 19 Glen Jean Exit,Glen Jean,WV,25846,30-Jun-21,FAYETTE
140191,Big Apple Liquors,187 Sader Dr Ste A,Inwood,WV,25428,30-Jun-18,BERKELEY
140337,7-Eleven  #10673h,110 South Mildred St,Ranson,WV,25438,30-Jun-16,JEFFERSON
140364,7-Eleven  #17704h,Rt. 11 & Rt. 51,Inwood,WV,25428,30-Jun-16,BERKELEY
140373,7-Eleven  #18665h,Rt 2 Box 467,Kearneysville,WV,25430,30-Jun-16,JEFFERSON
140400,7-Eleven  #20685h,Rt  45,Shepherdstown,WV,25443,30-Jun-16,JEFFERSON
140528,Sav-Way Food,Rt 10 Logan Run Junction,Yolyn,WV,25654,30-Jun-21,LOGAN
140782,Eleanor Piggly Wiggly,Rt 62 Eleanor Plaza,Eleanor,WV,25070,30-Jun-21,PUTNAM
140819,One Stop #110,305 Justice Ave,Logan,WV,25601,30-Jun-16,LOGAN
140919,D J Rentals,420 3rd Ave,Montgomery,WV,25136,30-Jun-21,FAYETTE
140955,Little General  #2435,5480 Robert C Byrd Dr,Bradley,WV,25818,30-Jun-21,RALEIGH
141155,Sistersville Iga,520 Diamond St,Sistersville,WV,26175,30-Jun-21,TYLER
141519,Bob'S Brunswick Billiard,22 S Main St,Philippi,WV,26416,30-Jun-15,BARBOUR
141546,Emerson Bowling Lanes,1501 36th St,Parkersburg,WV,26104,30-Jun-21,WOOD
141573,Suburban Lanes,735a Chestnut Ridge Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
141800,Greenbrier Lounge,200 Buckhannon Pike,Clarksburg,WV,26301,30-Jun-18,HARRISON
141973,317 The Steakhouse,110 Stratton St,Logan,WV,25601,30-Jun-21,LOGAN
141982,One Stop #107,43 Middlebrook Dr,Foster,WV,25081,30-Jun-16,BOONE
142019,Cargo Oil  #1,Rt  52,Kyle,WV,24855,30-Jun-18,MCDOWELL
142028,Cargo Oil  #2,1716 Princeton Ave,Bluefield,WV,24701,30-Jun-21,MERCER
142037,Cargo Oil  #3,Rt  52 Bluewell  Station,Bluefield,WV,24701,30-Jun-21,MERCER
142173,Celebrations Liquor Store,3056 Main St,Weirton,WV,26062,30-Jun-21,HANCOCK
142219,Marathon 77 #132,703 W  Main St,Ripley,WV,25271,30-Jun-21,JACKSON
142255,Little General  #5090,3899 Route 75,Huntington,WV,25704,30-Jun-21,WAYNE
142291,Go Mart #76,6032 Fairlawn Ave,Dunbar,WV,25064,30-Jun-21,KANAWHA
142300,Green Acres Gas & Grocery,3328 Hornet Hwy,Hundred,WV,26575,30-Jun-20,WETZEL
142319,Pike Street Lanes,2605 Pike St,Parkersburg,WV,26101,30-Jun-21,WOOD
142346,Milton Marathon,1000 E  Main St,Milton,WV,25541,30-Jun-17,CABELL
142555,Speedway #9326,704 Main St,Man,WV,25635,30-Jun-21,LOGAN
142637,Kroger  #669,505 Virginia Ave,Smithers,WV,25186,30-Jun-19,FAYETTE
142746,One Stop #101,512 Maccorkle Ave,South Charleston,WV,25303,30-Jun-16,KANAWHA
142864,Foxcroft Shell,1000 Foxcroft Ave,Martinsburg,WV,25401,30-Jun-21,BERKELEY
142873,Somerset Rocs,78 Summerset Blvd,Charles Town,WV,25414,30-Jun-21,JEFFERSON
142928,Bfs Foods  #10,I 68 & Rt 26,Bruceton Mills,WV,26525,30-Jun-21,PRESTON
142976,Speedway #9327,7840 St Route 10 N,Branchland,WV,25506,30-Jun-21,LINCOLN
142996,One Stop #108,269 N  Eisenhower Dr,Beckley,WV,25801,30-Jun-16,RALEIGH
143001,Point Pleasant Food Mart #115,2200 Jackson Ave,Point Pleasant,WV,25550,30-Jun-21,MASON
143043,Go Mart #79,6302 Sissonville Rd,Charleston,WV,25320,30-Jun-21,KANAWHA
143047,One Stop #109,2541 Mountaineer Blvd,South Charleston,WV,25309,30-Jun-16,KANAWHA
143049,Tsp #809,3775 Main St,Weirton,WV,26062,30-Jun-21,HANCOCK
143050,Tsp 810,3700 Pennsylvania Ave,Weirton,WV,26062,30-Jun-21,HANCOCK
143051,Tsp 811,2110 Warwood Ave,Wheeling,WV,26003,30-Jun-21,OHIO
143055,Go Mart #77,1118 Kanawha Ave,Rainelle,WV,25962,30-Jun-21,GREENBRIER
143059,A C & T Co,823 Warm Spring Ave,Martinsburg,WV,25401,30-Jun-21,BERKELEY
143070,M & M Market,784 Coal River Rd,Alum Creek,WV,25003,30-Jun-21,KANAWHA
143078,Paddle Creek,23171 Rt 52,Fort Gay,WV,25514,30-Jun-21,WAYNE
143082,Jerry'S Mini Mart,223 Marshall St,Mcmechen,WV,26040,30-Jun-21,MARSHALL
143083,Airport Pub,1575 Cornell St,Keyser,WV,26726,30-Jun-21,MINERAL
143089,Go Mart #48,217 S  Kanawah St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
143092,North End Brewing,3500 Emerson Ave,Parkersburg,WV,26104,30-Jun-21,WOOD
143102,Chesterfield House,3112 Chesterfield Ave,Charleston,WV,25304,30-Jun-21,KANAWHA
143107,Liquors & More  #1,105 Beckley Rd,Princeton,WV,24740,30-Jun-21,MERCER
143108,Liquors & More  #2,1021 Stafford Dr,Princeton,WV,24740,30-Jun-21,MERCER
143109,Liquors & More  #3,Rt 219 N,Marlinton,WV,24954,30-Jun-21,POCAHONTAS
143111,Fast Break Beverly,92 Seneca Trail,Beverly,WV,26253,30-Jun-21,RANDOLPH
143112,Fast Break Marlinton,524 N Seneca Trail,Marlinton,WV,24954,30-Jun-21,POCAHONTAS
143113,Sports Court Lounge,3134b Pennsylvania Ave,Weirton,WV,26062,30-Jun-21,HANCOCK
143118,Piggy'S Club,12639 Winchester Ave,Bunker Hill,WV,25413,30-Jun-21,BERKELEY
143121,Speedway #9289,300 Little Sandy Rd,Elkview,WV,25071,30-Jun-21,KANAWHA
143131,Kroger Company,4111 Executive Pkwy,Westerville,OH,43081,30-Jun-21,FRANKLIN
143133,Kroger N977,1300 Lafayette Ave,Moundsville,WV,26041,30-Jun-21,MARSHALL
143134,Kroger  #803,100 St Thomas Dr,Weirton,WV,26062,30-Jun-21,HANCOCK
