id,Agent,LStreet,LCity,LState,LZip,Deactivation,County
143136,Go Mart #81,408 Buckhannon Pike,Clarksburg,WV,26301,30-Jun-21,HARRISON
143148,Boston Beanery,321 High St,Morgantown,WV,26505,30-Jun-18,MONONGALIA
143150,Colasante'S Ristorante,416 Fairmont Rd,Morgantown,WV,26501,30-Jun-16,MONONGALIA
143157,Anvil Restaurant The,1290 W Washington St,Harpers Ferry,WV,25425,30-Jun-21,JEFFERSON
143171,Blankenship'S Country Store,23 Tin Can Hollow Rd,Wiley Ford,WV,26767,30-Jun-21,MINERAL
143172,Rt 19 Sunoco,31618 Midland Trail,Lookout,WV,25868,30-Jun-17,RALEIGH
143174,Boston Beanery,383 Patteson Dr,Morgantown,WV,26505,30-Jun-16,MONONGALIA
143179,Starters,116 E 2nd Ave,Williamson,WV,25661,30-Jun-21,MINGO
143181,Richmond'S Store,36 River Rd,Sandstone,WV,25985,30-Jun-16,SUMMERS
143183,Windmill Mobil,1961 Dallas Pike Rd,Valley Grove,WV,26060,30-Jun-19,OHIO
143191,Ranson Rocs,400 S  Fairfax Blvd,Ranson,WV,25438,30-Jun-21,JEFFERSON
143192,Sheetz  #206,39 Berlin Rd,Weston,WV,26452,30-Jun-21,LEWIS
143199,Cow Shed,Rt 10 E,Pineville,WV,24874,30-Jun-21,WYOMING
143210,Gas-N-Goods  #2,Rt 14 & Dodge Ave,Williamstown,WV,26187,30-Jun-19,WOOD
143212,Ramada Inn,20 Scott Ave,Morgantown,WV,26508,30-Jun-18,MONONGALIA
143213,B P O E  #1736,47 N Kanawha St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
143216,Plaza Lounge,1007 Dunbar Av,Dunbar,WV,25064,30-Jun-15,KANAWHA
143217,Leisure Lanes,700 Johnstown Rd,Beckley,WV,25801,30-Jun-21,RALEIGH
143220,Speedway #9328,3796 Teays Valley Rd,Hurricane,WV,25526,30-Jun-21,PUTNAM
143230,Co Mac  #3,819 E Main St,Oak Hill,WV,25901,30-Jun-21,FAYETTE
143237,Marlowe Bp,8812 Williamsport Pike,Falling Waters,WV,25419,30-Jun-21,BERKELEY
143238,Kroger  #792,2627   5th Ave,Huntington,WV,25702,30-Jun-21,CABELL
143250,Middletown Mall Shop-N-Save,9789 Mall Loop,Fairmont,WV,26554,30-Jun-19,MARION
143253,Saltwell Exxon,100 Grand Meadows,Bridgeport,WV,26330,30-Jun-17,HARRISON
143268,Certified  #279,262 S Church St,Ripley,WV,25271,30-Jun-21,JACKSON
143269,Certified  #305,Sr  2 & 7,New Martinsville,WV,26155,30-Jun-21,WETZEL
143276,Sheetz  #212,299 Bryan St,Petersburg,WV,26847,30-Jun-21,GRANT
143284,Peoples News  #7,1624 Blizzard Dr,Parkersburg,WV,26101,30-Jun-21,WOOD
143286,Peggy D'S One Stop,1536 Washington Pike,Wellsburg,WV,26070,30-Jun-21,BROOKE
143299,Rich Oil #3903,4969 Waverly Rd,Huntington,WV,25701,30-Jun-21,CABELL
143300,Sheetz  #214,341 N Locust St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
143306,Go Mart #67,9563 Big Laurel Hwy,Princeton,WV,24739,30-Jun-21,MERCER
143307,Go Mart #75,102 Spruce St,Saint Albans,WV,25177,30-Jun-16,KANAWHA
143308,Go Mart #36,1770 Mileground Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
143309,Go Mart #78,Robert C  Byrd Dr,Mac Arthur,WV,25873,30-Jun-21,RALEIGH
143316,Kroger  #268,91  27th St,Wellsburg,WV,26070,30-Jun-21,BROOKE
143317,Kroger   #202,1241 Warwood Ave,Wheeling,WV,26003,30-Jun-21,OHIO
143319,Vernick'S Country Corner,19125 East Lynn Rd,East Lynn,WV,25512,30-Jun-21,WAYNE
143329,Rainbow Road Club,Po Box 87,Charles Town,WV,25414,30-Jun-21,JEFFERSON
143333,Marathon Food Mart,5th And Lewis St,New Haven,WV,25265,30-Jun-21,MASON
143337,Little General  #5045,2271 Us Rt 60 East,Milton,WV,25541,30-Jun-18,CABELL
143338,Little General  #5060,3498 Us Route 60 E,Barboursville,WV,25504,30-Jun-21,CABELL
143342,Speedway #9352,6074 Teays Valley Rd,Scott Depot,WV,25560,30-Jun-21,PUTNAM
143346,Little General  #2270,2046 Harper Rd,Beckley,WV,25801,30-Jun-21,RALEIGH
143368,Tri Lakes,17698 Us 19 S,Walkersville,WV,26447,30-Jun-21,LEWIS
143373,Vienna Piggly Wiggly,100 23rd St,Vienna,WV,26105,30-Jun-21,WOOD
143383,Mountaineer Racetrack Lodge,St Rt 2 S,Chester,WV,26034,30-Jun-21,HANCOCK
143388,Rock Branch Exxon #122,1370 Charleston Rd,Poca,WV,25159,30-Jun-21,PUTNAM
143399,Guyandotte Food Center #169,401 Bridge St,Huntington,WV,25702,30-Jun-20,CABELL
143401,Arlington Mini Mart,15505 Rt 20 South Rd,Rock Cave,WV,26234,30-Jun-21,UPSHUR
143412,Fast Stop Food Mart  #1,Hc 36 Box 28,Buckhannon,WV,26201,30-Jun-21,UPSHUR
143413,Fast Stop Food Mart  #2,2 Clarksburg Rd,Buckhannon,WV,26201,30-Jun-21,UPSHUR
143434,Go Mart #80,4160 St  Rt 34,Teays,WV,25569,30-Jun-21,PUTNAM
143442,Harless Pit Stop  #2,Rr 10 Monroe St,Oceana,WV,24870,30-Jun-21,WYOMING
143444,Mannington Shop-N-Save,1 Rainbow Plaza,Mannington,WV,26582,30-Jun-21,MARION
143451,Rich Oil #3947,237 S Church St,Ripley,WV,25271,30-Jun-20,JACKSON
143455,Speedway #9363,12457 Winfield Rd,Winfield,WV,25213,30-Jun-21,PUTNAM
143457,Speedway #9368,767 Main St,Chapmanville,WV,25508,30-Jun-21,LOGAN
143458,Speedway #9351,Po Box 719,South Charleston,WV,25309,30-Jun-21,KANAWHA
143470,Four Corners Club,72 Pedal Car Dr,Inwood,WV,25428,30-Jun-21,BERKELEY
143473,One Stop #115,4928 Mac Corkle Ave Se,Charleston,WV,25304,30-Jun-16,KANAWHA
143478,Rich Oil #3923,3695  16th St  Rd,Huntington,WV,25701,30-Jun-21,CABELL
143479,Rich Oil #3949,319 Main St,Philippi,WV,26416,30-Jun-21,BARBOUR
143487,Yawkey Quik Mart,Rt 214,Yawkey,WV,25573,30-Jun-21,LINCOLN
143488,Certified  #116,2082 Poplar St,Kenova,WV,25530,30-Jun-19,WAYNE
143495,Go Mart #86,6101 Big Otter Hwy,Ivydale,WV,25113,30-Jun-21,CLAY
143496,Rich Oil #3959,527 Main St,Chapmanville,WV,25508,30-Jun-21,LOGAN
143506,Old Country Store,Rt 122,Greenville,WV,24945,30-Jun-21,MONROE
143521,7-Seas,6828 Charlestown Rd,Kearneysville,WV,25430,30-Jun-21,JEFFERSON
143531,Apple Grove Market,27609 Huntington Rd,Apple Grove,WV,25502,30-Jun-18,MASON
143544,Oak Hill Shell,1525 E  Main St,Oak Hill,WV,25901,30-Jun-21,FAYETTE
143549,Butch And Mary'S,601 Buffalo Creek Rd,Kistler,WV,25628,30-Jun-21,LOGAN
143551,Sheetz  #220,1465 Edwin Miller Blvd,Martinsburg,WV,25404,30-Jun-21,BERKELEY
143552,Copley'S Market,Main St,Crum,WV,25669,30-Jun-21,WAYNE
143553,Corner Mart,2997 Jacksons Mill Rd,Weston,WV,26452,30-Jun-21,LEWIS
143554,Mountaineer Rctk-Gift Shop,St Rt 2s,Chester,WV,26034,30-Jun-21,HANCOCK
143559,South End Bp,1004 Winchester Ave,Martinsburg,WV,25401,30-Jun-21,BERKELEY
143565,Go Mart #85,207 3rd St,Saint Marys,WV,26170,30-Jun-21,PLEASANTS
143566,Colonial Room Restaurant,364 Mingo Hwy,Man,WV,25635,30-Jun-21,LOGAN
143575,Ronceverte Service Station,491 Main St W,Ronceverte,WV,24970,30-Jun-21,GREENBRIER
143585,Rich Oil #3952,22 Fairground Rd,Glenville,WV,26351,30-Jun-20,GILMER
143586,Little General  #5105,4220 State Route 34,Hurricane,WV,25526,30-Jun-21,PUTNAM
143592,Hage'S Market,346 Veterans Memorial Hwy,Ridgeley,WV,26753,30-Jun-21,MINERAL
143598,Route 39 Stop,5889 Huntersville Rd,Marlinton,WV,24954,30-Jun-21,POCAHONTAS
143602,Co Mac  #4,100 Elliotts Way Bldg 1,Fayetteville,WV,25840,30-Jun-21,FAYETTE
143614,Rich Oil #3958,2900 Sissonville Dr,Charleston,WV,25312,30-Jun-21,KANAWHA
143616,Go Mart #82,701 Fairmont Ave,Fairmont,WV,26554,30-Jun-21,MARION
143621,"R. C. Mart,  Inc.",Rt 9 Box 14a Erbacon Road,Cowen,WV,26206,30-Jun-15,WEBSTER
143625,Rainbow Diner & Truck Stop,137 Berryville Pike,Charles Town,WV,25414,30-Jun-21,JEFFERSON
143626,Par Mar  #9,515 Washington St,Ravenswood,WV,26164,30-Jun-21,JACKSON
143630,Gene'S,Rt 20,Meadow Bridge,WV,25976,30-Jun-21,FAYETTE
143632,Rich Oil #3956,702 Beverly Pike,Elkins,WV,26241,30-Jun-16,RANDOLPH
143635,Locker Room Sports Grill,1714 16th St,Parkersburg,WV,26101,30-Jun-21,WOOD
143643,Rich Oil #3955,536 Pennsylvania Ave,Fairmont,WV,26554,30-Jun-21,MARION
143657,Rich Oil #3953,512 Milford Ave,Clarksburg,WV,26301,30-Jun-21,HARRISON
143661,West Union Shop & Save,201 Marie St,West Union,WV,26456,30-Jun-21,DODDRIDGE
143663,Dragon Mart,6 Bridge St,Cameron,WV,26033,30-Jun-21,MARSHALL
143680,Go Mart #64,808 N State Route 2,New Martinsville,WV,26155,30-Jun-21,WETZEL
143685,Berkeley Springs Rocs,1691 Valley Rd,Berkeley Springs,WV,25411,30-Jun-21,MORGAN
143713,Go Mart #88,2905 Robert C Byrd Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
143714,Rich Oil #3969,Route 65,Cora,WV,25614,30-Jun-21,LOGAN
143716,Speedway #3960,5296 Big Tyler Rd,Charleston,WV,25313,30-Jun-21,KANAWHA
143718,Jackson Perks Post #71,225 W Washington St,Charles Town,WV,25414,30-Jun-20,JEFFERSON
143719,Tri-State Petroleum Corp,N 27th And Vance Ave,Wheeling,WV,26003,30-Jun-21,OHIO
143723,Go Mart #91,148 Stollings Ave,Stollings,WV,25646,30-Jun-21,LOGAN
143725,Little General  #2450,310 Merchants Walk,Summersville,WV,26651,30-Jun-21,NICHOLAS
143726,Exxon Tiger Mart  #104,710 W Main St,Ripley,WV,25271,30-Jun-18,JACKSON
143730,Barn Store The,Rt   3,Gap Mills,WV,24941,30-Jun-16,MONROE
143761,Loyal Order Of Owls #2558,"89 Edgington Ln, 2nd Fl",Wheeling,WV,26003,30-Jun-17,OHIO
143762,Holly River Grocery,4524 Hacker Valley Rd,Hacker Valley,WV,26222,30-Jun-21,WEBSTER
143766,Princeton Mart,199 Rogers St,Princeton,WV,24740,30-Jun-17,MERCER
143770,King Street Bp,1619 W  King St,Martinsburg,WV,25401,30-Jun-21,BERKELEY
143780,Sunny'S One Stop,1203 N Queen St,Martinsburg,WV,25404,30-Jun-21,BERKELEY
143782,Clark'S Pump N Shop  #11,1584 Hal Greer Blvd,Huntington,WV,25701,30-Jun-21,CABELL
143787,Rich Oil #3964,1069 Us Rt  60 East,Milton,WV,25541,30-Jun-16,CABELL
143792,Exxon 77  #107,141 Claylick Rd,Ripley,WV,25271,30-Jun-21,JACKSON
143800,Mid Valley Mart,3706 Teays Valley Rd,Hurricane,WV,25526,30-Jun-21,PUTNAM
143806,Stogie'S  #1,17 Washington Ave,Huntington,WV,25701,30-Jun-21,CABELL
143807,Grove Street Station,108 S Grove St,Petersburg,WV,26847,30-Jun-21,GRANT
143809,Stop In Food Store  #98,Exit 156 I 64,Crawley,WV,24931,30-Jun-16,GREENBRIER
143812,Potts Carry Out,200 Washington St,Newell,WV,26050,30-Jun-21,HANCOCK
143819,Sheetz  #234,239 Three Springs Dr,Weirton,WV,26062,30-Jun-21,HANCOCK
143823,Schmidt Brothers Carry-Out,2833 Eoff St,Wheeling,WV,26003,30-Jun-21,OHIO
143826,Tsp #808,2075 National Rd,Wheeling,WV,26003,30-Jun-19,OHIO
143828,One Stop #126,302 S Sewell,Rainelle,WV,25962,30-Jun-16,GREENBRIER
143829,Rich Oil #3966,5150 Route 10,Barboursville,WV,25504,30-Jun-21,CABELL
143833,Tygart Valley Shop N Save,Tygart Valley Mall,Elkins,WV,26241,30-Jun-21,RANDOLPH
143846,Bfs Foods  #20,2349 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
143852,Lakeside Bp,11062 Tpke Rd,Drennen,WV,26667,30-Jun-21,NICHOLAS
143856,Sheetz  #240,51 Flowing Springs Rd,Charles Town,WV,25414,30-Jun-21,JEFFERSON
143861,One Stop #128,119 Indian Grave,Turtle Creek,WV,25203,30-Jun-16,BOONE
143862,Sheetz  #241,14686 Apple Harvest Dr,Martinsburg,WV,25401,30-Jun-21,BERKELEY
143867,Clark'S Pump N Shop 13,5011 Winfield Rd,Fraziers Bottom,WV,25082,30-Jun-21,PUTNAM
143869,786 Town Mart,145 Augustine Ave,Charles Town,WV,25414,30-Jun-21,JEFFERSON
143872,Torlone'S Pizza,20605 Charles Town Rd,Harpers Ferry,WV,25425,30-Jun-21,JEFFERSON
143881,Mountaineer All-Star Cafe & S,1 1/2 Mile So Keyser,Keyser,WV,26726,30-Jun-17,MINERAL
143884,Bridge Mart,Ky & Lincoln St,Kermit,WV,25674,30-Jun-21,MINGO
143887,Rich Oil #3968,201 Bridge St,Huntington,WV,25702,30-Jun-20,CABELL
143892,Stray Cat Cafe/Moorefield,1353 Us Hwy 220 N,Moorefield,WV,26836,30-Jun-20,HARDY
143893,U Save Travel Plaza,Junction 19/129,Mount Nebo,WV,26679,30-Jun-21,NICHOLAS
143898,Marathon Food Center  #150,116 Point Dr,Parkersburg,WV,26101,30-Jun-21,WOOD
143899,Marathon Food Mart  #156,2300 Pike St,Parkersburg,WV,26101,30-Jun-21,WOOD
143904,B & S One Stop,Bell & Main St,West Milford,WV,26451,30-Jun-15,HARRISON
143906,Charles Town Gaming,Flowing Springs,Charles Town,WV,25414,30-Jun-21,JEFFERSON
143917,Witcher Creek Exxon  #176,2202 E Dupont Ave,Belle,WV,25015,30-Jun-21,KANAWHA
143921,Tsp 812,725 Commerce & 8th,Wellsburg,WV,26070,30-Jun-21,BROOKE
143930,Clark'S Pump N Shop  #15,4790 St Rt 152,Lavalette,WV,25535,30-Jun-21,WAYNE
143944,Kroger #562,200 Mt De Chantal Rd,Wheeling,WV,26003,30-Jun-21,OHIO
143948,Certified Oil Corporation,949 King Ave,Columbus,OH,43212,30-Jun-21,FRANKLIN
143953,T G'S Lounge & Cafe,306 Adams St,Fairmont,WV,26554,30-Jun-15,MARION
143956,Hull'S Store,Main St,Pickens,WV,26230,30-Jun-21,RANDOLPH
143968,Clark'S Pump N Shop  #14,603 5th Ave,Huntington,WV,25701,30-Jun-21,CABELL
143986,Certified  #218,5711 Sissonville Dr,Charleston,WV,25312,30-Jun-21,KANAWHA
143990,One Stop #130,Rt 44 & 52,Delbarton,WV,25670,30-Jun-16,MINGO
143991,One Stop #131,392 Midway Rd,Alum Creek,WV,25003,30-Jun-16,KANAWHA
143993,Greg'S Market Iii,128 Jefferson St,Moundsville,WV,26041,30-Jun-19,MARSHALL
143994,7-Eleven  #36166a,1410 Market St,Wheeling,WV,26003,30-Jun-21,OHIO
143995,7-Eleven  #36165a,3009 Pennslyvania Ave,Weirton,WV,26062,30-Jun-21,HANCOCK
144004,Pilot Travel Centers,5508 Lonas Rd,Knoxville,TN,37909,30-Jun-21,KNOX
144005,Pilot Travel Center  #243,4304 First Ave,Nitro,WV,25143,30-Jun-21,KANAWHA
144006,Stop In Food Store  #126,540 Jefferson St,Lewisburg,WV,24901,30-Jun-16,GREENBRIER
144010,One Stop #132,Rt 3 Box 10,Delbarton,WV,25670,30-Jun-16,MINGO
144012,Sheetz  #254,900 Chestnut Ridge Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
144018,Par Mar 15,3890 Teays Valley Rd,Hurricane,WV,25526,30-Jun-15,PUTNAM
144045,Ashebrooke Express Mart,300 Cheat Rd,Morgantown,WV,26508,30-Jun-21,MONONGALIA
144056,Grandview Shell,2267 Grandview Rd,Beaver,WV,25813,30-Jun-21,RALEIGH
144057,River Mart,16488 Mountaineer Dr,Riverton,WV,26814,30-Jun-21,PENDLETON
144061,Inwood Bp,4688 Gerrardstown Rd,Inwood,WV,25428,30-Jun-21,BERKELEY
144065,Stogie'S  #2,3477 Us Route 60 E Ste 1,Huntington,WV,25705,30-Jun-21,CABELL
144069,Bfs Foods  #23,320 S 4th Ave,Paden City,WV,26159,30-Jun-21,WETZEL
144072,Par Mar  #16,2328 Kanawha Terrace,Saint Albans,WV,25177,30-Jun-21,KANAWHA
144073,Par Mar 17,2665 Main St,Hurricane,WV,25526,30-Jun-15,PUTNAM
144088,Quiet Dell Exxon,4471 Buckhannon Pike,Mount Clare,WV,26408,30-Jun-21,HARRISON
144096,Cj'S Tobacco Shop #1,Lester Square,Sophia,WV,25921,30-Jun-21,RALEIGH
144097,Clark'S Pump N Shop,101 Wheatley Rd,Ashland,KY,41101,30-Jun-21,BOYD
144101,Hollywood Casino At Charles To,Flowing Springs Rd,Charles Town,WV,25414,30-Jun-21,JEFFERSON
144106,Workman'S Iga,"2nd Ave, Crawley Ck Rd",Chapmanville,WV,25508,30-Jun-15,LOGAN
144110,Econo Mart,1600 Morgantown Ave,Fairmont,WV,26554,30-Jun-15,MARION
144148,Brass Rail The,18 S High St,Romney,WV,26757,30-Jun-21,HAMPSHIRE
144156,Charles Town Sim Parlor,Flowing Springs Rd,Charles Town,WV,25414,30-Jun-21,JEFFERSON
144160,Laurel Point Sunoco,2 West Hills Plz,Morgantown,WV,26501,30-Jun-20,MONONGALIA
144165,Shop Rite,108 Hinton Rd,Shady Spring,WV,25918,30-Jun-20,RALEIGH
144168,K & J'S Skip N Go,565 Main St,Follansbee,WV,26037,30-Jun-21,BROOKE
144179,Tobacco Specialty Shop,319 S Virginia Ave,Bridgeport,WV,26330,30-Jun-18,HARRISON
144186,Cottrell'S Country Store,119 N Point Marion Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
144192,Tsp 815,1243 National Rd & Seibert,Wheeling,WV,26003,30-Jun-21,OHIO
144196,Kroger  #805,1732 Harper Rd,Beckley,WV,25801,30-Jun-21,RALEIGH
144201,Mark'S Carry Out,2519 Commerce St,Wellsburg,WV,26070,30-Jun-21,BROOKE
144228,Mario'S Restaurant,3806 Main St,Weirton,WV,26062,30-Jun-21,HANCOCK
144229,Spare Time Sports Bar And Gril,157 Maple Carriage Dr,Lewisburg,WV,24901,30-Jun-21,GREENBRIER
144232,High Life Lounge,2600 Whitehall Blvd Suite 127,Fairmont,WV,26554,30-Jun-21,MARION
144242,Charles Town Lodge #948,77 Sixteenth Ave,Ranson,WV,25438,30-Jun-21,JEFFERSON
144243,Der Dog Haus,2000 E  7th St,Parkersburg,WV,26101,30-Jun-21,WOOD
144246,Giant Food Stores,1149 Harrisburg Pike,Carlisle,PA,17013,30-Jun-21,CUMBERLAND
144247,Martin'S Food  Market #6071,100 Keyser Mall,Keyser,WV,26726,30-Jun-21,MINERAL
144248,Martin'S Food Mkt #6102,190 Flowing Springs Rd,Charles Town,WV,25414,30-Jun-21,JEFFERSON
144249,Martin'S Food Market  #6107,901 Foxcroft Ave,Martinsburg,WV,25401,30-Jun-21,BERKELEY
144253,Rollins Market,1478 E Pike,Clarksburg,WV,26301,30-Jun-21,HARRISON
144256,Macksville Mart,22413 Mountaineer Dr,Seneca Rocks,WV,26884,30-Jun-21,PENDLETON
144259,Sheetz  #275,1 Chaplin Rd,Morgantown,WV,26501,30-Jun-21,MONONGALIA
144263,Cold Spot,4005 1/2 W Washington St,Charleston,WV,25313,30-Jun-15,KANAWHA
144266,Kroger  #807,223 Crossings Mall Rd,Elkview,WV,25071,30-Jun-21,KANAWHA
144276,Main Street Shell,523 N Main St,Franklin,WV,26807,30-Jun-17,PENDLETON
144283,Cj'S Convenience Store #003,101 N Eisenhower Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
144284,Exxon Tiger Mart-Fort Gay,Rt 1 Box 39,Fort Gay,WV,25514,30-Jun-21,WAYNE
144292,Buckhannon Lodge #598,25 N Kanawha St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
144294,Handi Stop,21 Tuscawilla Dr,Charles Town,WV,25414,30-Jun-21,JEFFERSON
144296,Myers Quick Stop,927 Charles St,Wellsburg,WV,26070,30-Jun-21,BROOKE
144298,Cheat Lake Shop N Save,889 Venture Dr,Morgantown,WV,26508,30-Jun-21,MONONGALIA
144299,Valley Cheese Co,2200 Market St,Wheeling,WV,26003,30-Jun-20,OHIO
144302,Uncle Pete'S,753 Main St,Wheeling,WV,26003,30-Jun-18,OHIO
144304,Bruce'S Store,4910 Clarksburg Rd,Buckhannon,WV,26201,30-Jun-19,UPSHUR
144309,Clark'S Pump N Shop  #24,6067 Ohio River Rd,Huntington,WV,25702,30-Jun-21,CABELL
144315,One Stop #512,171 Barnett Rd,Bridgeport,WV,26330,30-Jun-16,HARRISON
144317,One Stop #3509,2005 Harper Rd,Beckley,WV,25801,30-Jun-15,RALEIGH
144318,One Stop #507,700 Maccorkle Ave,South Charleston,WV,25303,30-Jun-16,KANAWHA
144319,One Stop #508,1639 Washington St E,Charleston,WV,25311,30-Jun-16,KANAWHA
144320,One Stop #513,991 Fairmont Rd,Morgantown,WV,26501,30-Jun-16,MONONGALIA
144323,Shinnston Shop-N-Save,540 S Pike St,Shinnston,WV,26431,30-Jun-21,HARRISON
144334,Marks Carry Out Too,1100 Commerce St,Wellsburg,WV,26070,30-Jun-21,BROOKE
144336,One Stop #516,1413 Us Rt 60 E,Huntington,WV,25705,30-Jun-16,CABELL
144340,One Stop #501,501 Eighth St,Huntington,WV,25701,30-Jun-16,CABELL
144344,Lost Creek General Store,75 E Main St,Lost Creek,WV,26385,30-Jun-21,HARRISON
144351,Triangle One Stop,230 Pleasant St,Hinton,WV,25951,30-Jun-21,SUMMERS
144352,Bfs Foods #22,1681 Earl L Core Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
144359,Brown'S Mill Grocery,Rt 92 S,Arthurdale,WV,26520,30-Jun-21,PRESTON
144406,Fairmont Avenue Exxon,726 Fairmont Ave,Fairmont,WV,26555,30-Jun-21,MARION
144407,Spence'S Service Station,Int Of Us 52 & Rt 65,Delbarton,WV,25670,30-Jun-21,MINGO
144408,Little General  #5120,Us 119 & St Rt 85,Danville,WV,25053,30-Jun-21,BOONE
144410,Little General  #5150,St Rt 17,Clothier,WV,25047,30-Jun-21,LOGAN
144411,Little General  #5165,501 Lincoln Ave,Madison,WV,25130,30-Jun-21,BOONE
144413,Little General  #5225,18904 Pond Fork Rd,Van,WV,25206,30-Jun-21,BOONE
144414,Little General  #5195,41269 Pond Fork Rd,Wharton,WV,25208,30-Jun-21,BOONE
144415,Little General  #5210,St Rt 971 Oceana Plaza,Oceana,WV,24870,30-Jun-21,WYOMING
144421,Little General  #5135,St  Rt 3,Hamlin,WV,25523,30-Jun-21,LINCOLN
144424,Stop In Food Store  #211,804 N Jefferson St,Lewisburg,WV,24901,30-Jun-16,GREENBRIER
144428,Petersburg Foodland,442 Virginia Ave,Petersburg,WV,26847,30-Jun-21,GRANT
144429,Davis Shop & Save,Williams Ave,Davis,WV,26260,30-Jun-21,TUCKER
144436,Clark'S Pump N Shop  #9,1355 St Rt 10 N,Branchland,WV,25506,30-Jun-21,LINCOLN
144438,Wheeling Island- 2nd Terminal,One South Stone St,Wheeling,WV,26003,30-Jun-21,OHIO
144445,Olive St  Market,217 Olive St,Huntington,WV,25705,30-Jun-21,CABELL
144448,Clark'S Pump N Shop  #31,6313 Maccorkle Ave Se,Charleston,WV,25304,30-Jun-21,KANAWHA
144474,Dan'S Kwik Stop,301 Rts 16 - 61,Mount Hope,WV,25880,30-Jun-19,FAYETTE
144520,Classic Liquors,1443 Adams Ave,Huntington,WV,25704,30-Jun-17,CABELL
144534,Terra Alta Shop N Save,Route 7 West,Terra Alta,WV,26764,30-Jun-21,PRESTON
144535,21  Country Market Inc,425 N Church St,Ripley,WV,25271,30-Jun-21,JACKSON
144541,Par Mar  #18,720 Division St,Parkersburg,WV,26101,30-Jun-21,WOOD
144553,Rt 9 Shell,1171 Hedgesville Rd,Martinsburg,WV,25401,30-Jun-21,BERKELEY
144556,C & J Enterprises,Route 10 Lake Shawnee,Kegley,WV,24731,30-Jun-21,MERCER
144559,Bfs Foods  #25,305 Don Knotts Blvd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
144560,Par Mar  #8,Rt 1 Box 163 K,Middlebourne,WV,26149,30-Jun-21,TYLER
144568,A & A Express Mart,1528 Us Hwy 220 S,Moorefield,WV,26836,30-Jun-20,HARDY
144571,Xpress Stop - Augusta,Route 29 And Route 50,Augusta,WV,26704,30-Jun-17,HAMPSHIRE
144574,36th St  Carry Out,2400 36th St,Parkersburg,WV,26104,30-Jun-18,WOOD
144576,Three Rivers' Edge Inc,Intersection 3 And 20,Hinton,WV,25951,30-Jun-16,SUMMERS
144580,Bfs Foods  #24,109 Main St,Rivesville,WV,26588,30-Jun-21,MARION
144583,Spring Mills Bp,1224 Tj Jackson Dr,Falling Waters,WV,25419,30-Jun-21,BERKELEY
144594,Little General  #2480,4223 Robert C Byrd Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
144597,Kompak Store  #2,1204 N  20th St,Clarksburg,WV,26301,30-Jun-18,HARRISON
144601,White Stallion Club,2701 Lincoln Hwy,Chester,WV,26034,30-Jun-21,HANCOCK
144605,Hill House Pizza Pub,4622 Emerson Ave,Parkersburg,WV,26104,30-Jun-21,WOOD
144606,Bfs Foods  #60,411 E Main St,Kingwood,WV,26537,30-Jun-21,PRESTON
144615,Phillies Quick Stop,106 Washington St,Newell,WV,26050,30-Jun-21,HANCOCK
144626,Go Mart #90,699 Railroad Ave,Elkins,WV,26241,30-Jun-21,RANDOLPH
144652,Par Mar  #19,710 Rayon Dr,Parkersburg,WV,26101,30-Jun-21,WOOD
144655,Wanda'S Bargain Barn,3656 National Rd,Triadelphia,WV,26059,30-Jun-21,OHIO
144656,Par Mar  #20,7023 Grand Central Ave,Vienna,WV,26105,30-Jun-21,WOOD
144668,Fun Cafe,3075 Main St,Weirton,WV,26062,30-Jun-21,HANCOCK
144670,S & S Express #4,4179 New Hope Rd,Princeton,WV,24740,30-Jun-21,MERCER
144672,Par Mar  #26,432 Beechurst Ave,Morgantown,WV,26505,30-Jun-21,MONONGALIA
144674,Par Mar  #22,2219 Kingmont Rd,Fairmont,WV,26554,30-Jun-21,MARION
144675,Par Mar  #23,200 Old East Grafton Rd,Fairmont,WV,26554,30-Jun-21,MARION
144676,Par Mar  #24,200 Greenbriar Plaza,Fairmont,WV,26554,30-Jun-21,MARION
144677,Par Mar  #25,1345 University Ave,Morgantown,WV,26505,30-Jun-16,MONONGALIA
144686,Go Mart #83,Rt  2 Box 4,Poca,WV,25159,30-Jun-21,PUTNAM
144691,Zip Zone Express #5,1252 Main St,Kermit,WV,25674,30-Jun-21,MINGO
144692,D&D Auto Parts Service Center,Main St,Bradshaw,WV,24817,30-Jun-21,MCDOWELL
144695,Cold Spot Of Cross Lanes,710 Cross Lns Dr,Nitro,WV,25143,30-Jun-21,KANAWHA
144700,Bob'S Mini Mart,10076 Seneca Trail,Mill Creek,WV,26280,30-Jun-21,RANDOLPH
144701,Rt  9 Sunny'S,1316 Edwin Miller Blvd,Martinsburg,WV,25404,30-Jun-21,BERKELEY
